clade_name	clade_taxid	ERR1995252	ERR1995225	ERR1995258	ERR1995217	ERR1995260	ERR1995241	ERR1995236	ERR1995231	ERR1995246	ERR1995267	ERR1995222	ERR1995255	ERR1995228	ERR1995226	ERR1995251	ERR1995263	ERR1995214	ERR1995235	ERR1995242	ERR1995248	ERR1995245	ERR1995232	ERR1995238	ERR1995219	ERR1995213	ERR1995264	ERR1995256	ERR1995221	ERR1995211	ERR1995266	ERR1995229	ERR1995254	ERR1995223	ERR1995247	ERR1995230	ERR1995237	ERR1995240	ERR1995259	ERR1995224	ERR1995253	ERR1995261	ERR1995216	ERR1995265	ERR1995212	ERR1995218	ERR1995220	ERR1995257	ERR1995239	ERR1995233	ERR1995244	ERR1995249	ERR1995243	ERR1995234	ERR1995250	ERR1995227	ERR1995215	ERR1995262
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0	0.00205	0	0	0	0	0	0	0	0	0	0	0.0703	0	0	0	0.02913	0	0	0	0	0	0.10884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0.03654	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0	0.00205	0	0	0	0	0	0	0	0	0	0	0.0703	0	0	0	0.02913	0	0	0	0	0	0.10884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0.03654	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	2|1224|29547|213849|72294	0	0.00205	0	0	0	0	0	0	0	0	0	0	0.0703	0	0	0	0.02913	0	0	0	0	0	0.10884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0.03654	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	2|1224|29547|213849|72294|194	0	0.00205	0	0	0	0	0	0	0	0	0	0	0.0703	0	0	0	0.02913	0	0	0	0	0	0.10884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0.03654	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_coli	2|1224|29547|213849|72294|194|195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03654	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	2|1224|29547|213849|72294|194|199	0	0.00205	0	0	0	0	0	0	0	0	0	0	0.06616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus	2|1224|29547|213849|72294|194|200	0	0	0	0	0	0	0	0	0	0	0	0	0.00348	0	0	0	0.02913	0	0	0	0	0	0.0311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	2|1224|29547|213849|72294|194|824	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_mucosalis	2|1224|29547|213849|72294|194|202	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	2|1224|29547|213849|72294|194|203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	2|1224|29547|213849|72294|194|204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	8.69132	0.09974	38.61476	0.7431	0.27115	0.8201	0.35606	5.76737	0.4292	20.1246	0.11862	0.25586	5.37694	0.19715	0	0.00841	6.77766	0.01826	3.737	4.07491	0.02128	90.71657	4.13771	48.53398	0.0341	0.07431	0.03905	0.67759	0.05898	9.68786	0.23179	0.08393	86.80898	76.29657	0.38522	11.83173	0.11069	0.05435	3.14972	1.47525	0.00896	0.28705	0.20941	0.11875	0.02717	0.74761	1.31815	0.44165	6.0113	0.44541	0.04529	12.15072	0.0374	0.27994	0.02985	0.22793	9.64089
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0.07954	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	2|1224|1236|135624|84642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	2|1224|1236|135624|84642|642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae	2|1224|1236|135624|84642|642|648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	2|1224|1236|135624|83763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07954	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum	2|1224|1236|135624|83763|13334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07954	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum_thomasii	2|1224|1236|135624|83763|13334|179995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07954	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0	0	38.58113	0.07755	0.00273	0.8201	0.35606	5.63387	0.42483	20.06121	0.11615	0.02171	5.18646	0.05487	0	0.0061	6.63292	0.01014	0.21962	4.07464	0.02128	0	4.13329	48.18495	0.0341	0.0049	0.03875	0.19412	0.05183	0.35179	0.02619	0.07188	86.36526	76.11722	0.00077	0	0.0894	0.02858	3.11705	1.24003	0.00816	0.00626	0.20941	0.11875	0.02717	0.27157	0.86958	0.2505	4.6683	0.42348	0	11.4642	0	0.18514	0.01927	0.18666	9.63049
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0	0	38.48973	0.07755	0.00273	0.8201	0.35606	5.63387	0.42483	19.27854	0.11615	0.02171	5.18311	0.05487	0	0.0061	6.49973	0.01014	0.21962	4.07464	0.02128	0	4.13329	47.79234	0.0341	0.0049	0.0301	0.19412	0.02289	0.35179	0.01446	0.07188	86.36526	76.11722	0.00077	0	0.0894	0.02858	3.11705	1.24003	0.00816	0.00626	0.20941	0.10976	0.02717	0.27157	0.86958	0.2505	4.6683	0.42348	0	11.4642	0	0.18514	0.01927	0.18666	9.38602
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	2|1224|1236|91347|543|544	0	0	2.03112	0	0	0.00552	0.00299	0	0	0	0	0.00442	0.03876	0	0	0	0	0.00659	0	0.05972	0	0	0	0.00108	0.01611	0	0	0	0	0	0.00373	0	0	0	0	0	0.01804	0.00671	0	0.00414	0	0	0	0	0	0	0.52456	0.00161	0.01193	0	0	1.46387	0	0	0.00553	0	0.00192
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus	2|1224|1236|91347|543|544|35703	0	0	0	0	0	0.00463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00484	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	2|1224|1236|91347|543|544|57706	0	0	0.04813	0	0	0	0	0	0	0	0	0.00442	0.00327	0	0	0	0	0	0	0	0	0	0	0	0.00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_europaeus	2|1224|1236|91347|543|544|1914243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00866	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_farmeri	2|1224|1236|91347|543|544|67824	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	2|1224|1236|91347|543|544|546	0	0	0.13946	0	0	0	0.00115	0	0	0	0	0	0.02624	0	0	0	0	0.00659	0	0.00851	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0	0	0	0.01395	0.00671	0	0	0	0	0	0	0	0	0.06237	0.00161	0.00178	0	0	1.00653	0	0	0.00069	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_gillenii	2|1224|1236|91347|543|544|67828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	2|1224|1236|91347|543|544|545	0	0	1.45892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_pasteurii	2|1224|1236|91347|543|544|1563222	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	2|1224|1236|91347|543|544|1639133	0	0	0.12413	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0.03173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21305	0	0.0015	0	0	0.12976	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_MGH106	2|1224|1236|91347|543|544|1686381	0	0	0.06018	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_werkmanii	2|1224|1236|91347|543|544|67827	0	0	0.00795	0	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01744	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	2|1224|1236|91347|543|544|133448	0	0	0.18545	0	0	0	0	0	0	0	0	0	0.00772	0	0	0	0	0	0	0.01948	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0	0	0.24915	0	0	0	0	0.30976	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter	2|1224|1236|91347|543|413496	0	0	0	0	0	0	0	0	0	0	0	0	1.62538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_condimenti	2|1224|1236|91347|543|413496|1163710	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_malonaticus	2|1224|1236|91347|543|413496|413503	0	0	0	0	0	0	0	0	0	0	0	0	0.00879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_sakazakii	2|1224|1236|91347|543|413496|28141	0	0	0	0	0	0	0	0	0	0	0	0	1.60535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_turicensis	2|1224|1236|91347|543|413496|413502	0	0	0	0	0	0	0	0	0	0	0	0	0.00216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_universalis	2|1224|1236|91347|543|413496|535744	0	0	0	0	0	0	0	0	0	0	0	0	0.00851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	2|1224|1236|91347|543|547	0	0	0.00823	0	0.00037	0	0	0.01646	0.38111	0	0	0.00706	0	0	0	0	2.71552	0	0	0.00541	0	0	0.00167	0.00264	0	0	0	0	0	0	0	0.01343	0	0	0	0	0	0	0.00601	0	0	0	0	0	0	0	0	0.011	0.73085	0	0	0.87832	0	0	0	0	0.00093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis	2|1224|1236|91347|543|547|881260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	2|1224|1236|91347|543|547|354276	0	0	0.00635	0	0.00037	0	0	0.01646	0.0005	0	0	0.00706	0	0	0	0	0.07351	0	0	0.00541	0	0	0.00167	0.00264	0	0	0	0	0	0	0	0.01025	0	0	0	0	0	0	0.00601	0	0	0	0	0	0	0	0	0.011	0.01808	0	0	0.87581	0	0	0	0	0.00093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori	2|1224|1236|91347|543|547|539813	0	0	0.00188	0	0	0	0	0	0.38061	0	0	0	0	0	0	0	2.64201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70973	0	0	0.00251	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_soli	2|1224|1236|91347|543|547|885040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	0	0	14.84707	0.02973	0.00151	0.81323	0.35306	5.61742	0.03052	19.27854	0.11615	0.00304	3.51443	0.05487	0	0.0061	3.60774	0.00356	0	3.74834	0.02128	0	0.00129	15.59207	0.01799	0.0049	0.00217	0.19412	0.02289	0.35179	0.01072	0.03825	83.2472	76.11722	0.00077	0	0.04739	0.02186	2.55893	1.23588	0.00816	0.00585	0.20941	0.10976	0.02717	0.27157	0.29131	0.00097	1.98017	0.42348	0	1.73941	0	0.18514	0.00788	0.17011	5.10592
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	2|1224|1236|91347|543|561|562	0	0	14.84707	0.02973	0.00151	0.81323	0.35306	5.61742	0.03052	19.27854	0.11615	0.00304	3.51443	0.05487	0	0.0061	3.60774	0.00356	0	3.74834	0.02128	0	0.00129	15.59207	0.01799	0.0049	0.00217	0.19412	0.02289	0.35179	0.01072	0.03825	83.2472	76.11722	0.00077	0	0.04739	0.02186	2.55893	1.23588	0.00816	0.00585	0.20941	0.10976	0.02717	0.27157	0.29131	0.00097	1.97585	0.42348	0	1.73941	0	0.18514	0.00788	0.17011	5.10592
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae	2|1224|1236|91347|543|561|1499973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Franconibacter	2|1224|1236|91347|543|1649295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Franconibacter|s__Franconibacter_helveticus	2|1224|1236|91347|543|1649295|357240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	2|1224|1236|91347|543|570	0	0	21.0628	0.04782	0.00085	0.00135	0	0	0	0	0	0.00719	0.00149	0	0	0	0.05923	0	0.21962	0.26117	0	0	4.13033	32.19338	0	0	0.02793	0	0	0	0	0.02021	0.05737	0	0	0	0.02396	0	0.01002	0	0	0.00041	0	0	0	0	0.0537	0.23692	1.9262	0	0	7.3826	0	0	0.00586	0.01655	4.17147
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	2|1224|1236|91347|543|570|548	0	0	17.13786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02465	0	0	0	0	0.02021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05024	0	0	0	0	0	0	0	0	0	0.3398
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii	2|1224|1236|91347|543|570|2058152	0	0	0.04504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156	0	0	1.18272	0.02967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591	0	0	0.01731	0	0	0	0	0.02212
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	2|1224|1236|91347|543|570|1134687	0	0	0.67684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04674	0	0	0.80936	0.26658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03194	0	0	0.06108	0	0	0	0	0.55561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	2|1224|1236|91347|543|570|571	0	0	0.39601	0.00833	0	0	0	0	0	0	0	0.00719	0	0	0	0	0	0	0.01218	0.14825	0	0	2.0305	6.01742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4103	0	0	0.97409	0	0	0.00586	0	0.03627
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	2|1224|1236|91347|543|570|573	0	0	1.92225	0.01529	0	0	0	0	0	0	0	0	0.00149	0	0	0	0.05923	0	0.16163	0.03318	0	0	0.10635	8.26669	0	0	0.00328	0	0	0	0	0	0.05737	0	0	0	0.01701	0	0.01002	0	0	0	0	0	0	0	0.00346	0.16013	0.86805	0	0	4.16561	0	0	0	0.00275	1.95093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	2|1224|1236|91347|543|570|1463165	0	0	0.47115	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03656	0.00873	0	0	0.00139	5.06191	0	0	0	0	0	0	0	0	0	0	0	0	0.00427	0	0	0	0	0.00041	0	0	0	0	0	0.04943	0.31732	0	0	1.40608	0	0	0	0	0.78978
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola	2|1224|1236|91347|543|570|2026240	0	0	0.05177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0.01711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0.01287	0	0	0.04611	0	0	0	0	0.07613
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	2|1224|1236|91347|543|570|244366	0	0	0.32796	0.02347	0.00085	0.00135	0	0	0	0	0	0	0	0	0	0	0	0	0.00926	0.00851	0	0	0	11.16547	0	0	0	0	0	0	0	0	0	0	0	0	0.00269	0	0	0	0	0	0	0	0	0	0	0.02689	0.27306	0	0	0.71231	0	0	0	0.0138	0.38865
